Aeg p;Katse 26;Katse 28;Katse 29;Katse 30
15,84;1,48E+00;8,33E-01;1,89E+00;1,29E-01
15,88;1,52E+00;8,80E-01;1,96E+00;1,29E-01
15,91;1,55E+00;9,28E-01;2,00E+00;1,27E-01
15,95;1,60E+00;9,80E-01;2,08E+00;1,29E-01
15,99;1,65E+00;1,04E+00;2,11E+00;1,29E-01
16,03;1,69E+00;1,07E+00;2,17E+00;1,29E-01
16,07;1,74E+00;1,15E+00;2,17E+00;1,29E-01
16,11;1,80E+00;1,22E+00;2,15E+00;1,32E-01
16,15;1,85E+00;1,29E+00;2,14E+00;1,32E-01
16,19;1,90E+00;1,39E+00;2,12E+00;1,32E-01
16,23;1,96E+00;1,48E+00;2,10E+00;1,32E-01
16,26;2,02E+00;1,57E+00;2,09E+00;1,32E-01
16,30;2,08E+00;1,67E+00;2,07E+00;1,32E-01
16,34;2,15E+00;1,78E+00;2,06E+00;1,32E-01
16,38;2,21E+00;1,89E+00;2,06E+00;1,32E-01
16,42;2,29E+00;1,94E+00;2,04E+00;1,32E-01
16,46;2,35E+00;2,03E+00;2,04E+00;1,32E-01
16,50;2,42E+00;2,12E+00;2,03E+00;1,32E-01
16,54;2,49E+00;2,21E+00;2,02E+00;1,32E-01
16,58;2,56E+00;2,30E+00;2,02E+00;1,32E-01
16,61;2,63E+00;2,40E+00;1,99E+00;1,32E-01
16,65;2,70E+00;2,50E+00;2,00E+00;1,32E-01
16,69;2,78E+00;2,60E+00;2,00E+00;1,32E-01
16,73;2,85E+00;2,65E+00;2,00E+00;1,32E-01
16,77;2,93E+00;2,70E+00;1,99E+00;1,32E-01
16,81;3,00E+00;2,73E+00;1,99E+00;1,32E-01
16,85;3,08E+00;2,78E+00;1,98E+00;1,27E-01
16,89;3,15E+00;2,81E+00;1,98E+00;1,29E-01
16,93;3,23E+00;2,86E+00;1,98E+00;1,29E-01
16,96;3,30E+00;2,90E+00;1,98E+00;1,29E-01
17,00;3,38E+00;2,94E+00;1,99E+00;1,29E-01
17,04;3,45E+00;2,99E+00;1,99E+00;1,29E-01
17,08;3,53E+00;3,04E+00;1,99E+00;1,29E-01
17,12;3,62E+00;3,08E+00;1,99E+00;1,29E-01
17,16;3,69E+00;3,14E+00;1,99E+00;1,29E-01
17,20;3,79E+00;3,19E+00;2,00E+00;1,29E-01
17,24;3,89E+00;3,26E+00;2,00E+00;1,27E-01
17,28;4,00E+00;3,37E+00;2,01E+00;1,29E-01
17,31;4,11E+00;3,48E+00;2,00E+00;1,29E-01
17,35;4,22E+00;3,59E+00;2,01E+00;1,27E-01
17,39;4,33E+00;3,71E+00;2,01E+00;1,27E-01
17,43;4,44E+00;3,84E+00;2,01E+00;1,25E-01
17,47;4,55E+00;3,96E+00;2,02E+00;1,27E-01
17,51;4,63E+00;4,11E+00;2,02E+00;1,27E-01
17,55;4,74E+00;4,26E+00;2,02E+00;1,27E-01
17,59;4,83E+00;4,41E+00;2,02E+00;1,27E-01
17,63;4,91E+00;4,56E+00;2,03E+00;1,27E-01
17,66;5,00E+00;4,72E+00;2,03E+00;1,27E-01
17,70;5,09E+00;4,88E+00;2,03E+00;1,27E-01
17,74;5,18E+00;5,05E+00;2,04E+00;1,27E-01
17,78;5,25E+00;5,22E+00;2,04E+00;1,27E-01
17,82;5,33E+00;5,38E+00;2,04E+00;1,27E-01
17,86;5,40E+00;5,54E+00;2,05E+00;1,27E-01
17,90;5,47E+00;5,72E+00;2,05E+00;1,27E-01
17,94;5,54E+00;5,89E+00;2,06E+00;1,25E-01
17,98;5,60E+00;6,06E+00;2,06E+00;1,25E-01
18,01;5,65E+00;6,23E+00;2,06E+00;1,25E-01
18,05;5,71E+00;6,40E+00;2,07E+00;1,25E-01
18,09;5,76E+00;6,57E+00;2,07E+00;1,27E-01
18,13;5,79E+00;6,73E+00;2,07E+00;1,27E-01
18,17;5,85E+00;6,89E+00;2,09E+00;1,27E-01
18,21;5,88E+00;7,06E+00;2,08E+00;1,27E-01
18,25;5,91E+00;7,23E+00;2,09E+00;1,27E-01
18,29;5,94E+00;7,45E+00;2,10E+00;1,25E-01
18,33;5,98E+00;7,65E+00;2,10E+00;1,27E-01
18,36;6,00E+00;7,83E+00;2,11E+00;1,27E-01
18,40;6,01E+00;8,01E+00;2,11E+00;1,27E-01
18,44;6,03E+00;8,19E+00;2,12E+00;1,27E-01
18,48;6,06E+00;8,34E+00;2,13E+00;1,27E-01
18,52;6,07E+00;8,50E+00;2,13E+00;1,27E-01
18,56;6,09E+00;8,66E+00;2,14E+00;1,27E-01
18,60;6,11E+00;8,81E+00;2,14E+00;1,29E-01
18,64;6,12E+00;8,94E+00;2,15E+00;1,27E-01
18,68;6,13E+00;9,07E+00;2,15E+00;1,29E-01
18,71;6,14E+00;9,19E+00;2,15E+00;1,29E-01
18,75;6,16E+00;9,29E+00;2,16E+00;1,29E-01
18,79;6,19E+00;9,38E+00;2,17E+00;1,29E-01
18,83;6,21E+00;9,47E+00;2,18E+00;1,27E-01
18,87;6,22E+00;9,54E+00;2,18E+00;1,29E-01
18,91;6,24E+00;9,60E+00;2,19E+00;1,32E-01
18,95;6,26E+00;9,65E+00;2,20E+00;1,29E-01
18,99;6,27E+00;9,70E+00;2,21E+00;1,32E-01
19,03;6,29E+00;9,73E+00;2,21E+00;1,29E-01
19,06;6,30E+00;9,77E+00;2,22E+00;1,32E-01
19,10;6,32E+00;9,79E+00;2,23E+00;1,32E-01
19,14;6,34E+00;9,79E+00;2,24E+00;1,32E-01
19,18;6,36E+00;9,81E+00;2,24E+00;1,34E-01
19,22;6,39E+00;9,82E+00;2,26E+00;1,34E-01
19,26;6,41E+00;9,84E+00;2,26E+00;1,36E-01
19,30;6,43E+00;9,85E+00;2,28E+00;1,36E-01
19,34;6,45E+00;9,86E+00;2,29E+00;1,39E-01
19,38;6,47E+00;9,85E+00;2,30E+00;1,41E-01
19,41;6,50E+00;9,86E+00;2,31E+00;1,41E-01
19,45;6,51E+00;9,86E+00;2,32E+00;1,41E-01
19,49;6,52E+00;9,88E+00;2,32E+00;1,46E-01
19,53;6,55E+00;9,88E+00;2,33E+00;1,46E-01
19,57;6,57E+00;9,89E+00;2,34E+00;1,46E-01
19,61;6,58E+00;9,89E+00;2,35E+00;1,46E-01
19,65;6,61E+00;9,90E+00;2,37E+00;1,48E-01
19,69;6,63E+00;9,90E+00;2,38E+00;1,50E-01
19,73;6,65E+00;9,92E+00;2,39E+00;1,50E-01
19,76;6,67E+00;9,92E+00;2,40E+00;1,53E-01
19,80;6,70E+00;9,92E+00;2,42E+00;1,55E-01
19,84;6,72E+00;9,93E+00;2,43E+00;1,57E-01
19,88;6,74E+00;9,94E+00;2,44E+00;1,60E-01
19,92;6,76E+00;9,94E+00;2,45E+00;1,64E-01
19,96;6,79E+00;9,95E+00;2,46E+00;1,67E-01
20,00;6,80E+00;9,95E+00;2,48E+00;1,67E-01
20,04;6,83E+00;9,95E+00;2,49E+00;1,74E-01
20,08;6,86E+00;9,97E+00;2,51E+00;1,74E-01
20,11;6,88E+00;9,97E+00;2,53E+00;1,81E-01
20,15;6,90E+00;9,98E+00;2,54E+00;1,83E-01
20,19;6,93E+00;9,99E+00;2,56E+00;1,88E-01
20,23;6,95E+00;9,99E+00;2,56E+00;1,90E-01
20,27;6,97E+00;9,99E+00;2,58E+00;1,95E-01
20,31;7,00E+00;1,00E+01;2,59E+00;2,02E-01
20,35;7,01E+00;1,00E+01;2,61E+00;2,04E-01
20,39;7,04E+00;1,00E+01;2,63E+00;2,11E-01
20,43;7,07E+00;1,00E+01;2,65E+00;2,16E-01
20,46;7,09E+00;1,00E+01;2,67E+00;2,23E-01
20,50;7,12E+00;1,01E+01;2,69E+00;2,30E-01
20,54;7,15E+00;1,00E+01;2,70E+00;2,34E-01
20,58;7,17E+00;1,01E+01;2,72E+00;2,44E-01
20,62;7,20E+00;1,01E+01;2,74E+00;2,51E-01
20,66;7,22E+00;1,01E+01;2,75E+00;2,58E-01
20,70;7,24E+00;1,01E+01;2,78E+00;2,67E-01
20,74;7,28E+00;1,01E+01;2,80E+00;2,76E-01
20,78;7,30E+00;1,01E+01;2,81E+00;2,83E-01
20,81;7,32E+00;1,01E+01;2,84E+00;2,92E-01
20,85;7,35E+00;1,01E+01;2,86E+00;3,04E-01
20,89;7,38E+00;1,01E+01;2,87E+00;3,13E-01
20,93;7,40E+00;1,01E+01;2,90E+00;3,23E-01
20,97;7,43E+00;1,02E+01;2,92E+00;3,34E-01
21,01;7,45E+00;1,02E+01;2,93E+00;3,48E-01
21,05;7,48E+00;1,02E+01;2,95E+00;3,55E-01
21,09;7,51E+00;1,02E+01;2,97E+00;3,67E-01
21,13;7,57E+00;1,02E+01;2,99E+00;3,79E-01
21,16;7,59E+00;1,02E+01;3,00E+00;3,90E-01
21,20;7,64E+00;1,02E+01;3,02E+00;4,04E-01
21,24;7,68E+00;1,02E+01;3,04E+00;4,16E-01
21,28;7,71E+00;1,02E+01;3,06E+00;4,32E-01
21,32;7,74E+00;1,02E+01;3,07E+00;4,42E-01
21,36;7,79E+00;1,02E+01;3,09E+00;4,56E-01
21,40;7,82E+00;1,03E+01;3,11E+00;4,70E-01
21,44;7,86E+00;1,03E+01;3,13E+00;4,84E-01
21,48;7,89E+00;1,03E+01;3,15E+00;4,98E-01
21,51;7,92E+00;1,03E+01;3,17E+00;5,12E-01
21,55;7,97E+00;1,03E+01;3,18E+00;5,26E-01
21,59;8,00E+00;1,03E+01;3,20E+00;5,40E-01
21,63;8,05E+00;1,03E+01;3,22E+00;5,54E-01
21,67;8,08E+00;1,03E+01;3,23E+00;5,82E-01
21,71;8,12E+00;1,04E+01;3,25E+00;6,23E-01
21,75;8,16E+00;1,04E+01;3,27E+00;6,58E-01
21,79;8,19E+00;1,04E+01;3,28E+00;6,88E-01
21,83;8,23E+00;1,04E+01;3,30E+00;7,24E-01
21,86;8,26E+00;1,04E+01;3,31E+00;7,59E-01
21,90;8,31E+00;1,04E+01;3,30E+00;8,25E-01
21,94;8,37E+00;1,04E+01;3,28E+00;8,71E-01
21,98;8,40E+00;1,04E+01;3,27E+00;9,27E-01
22,02;8,43E+00;1,04E+01;3,25E+00;9,78E-01
22,06;8,47E+00;1,05E+01;3,24E+00;1,02E+00
22,10;8,51E+00;1,05E+01;3,24E+00;1,07E+00
22,14;8,56E+00;1,05E+01;3,23E+00;1,10E+00
22,18;8,60E+00;1,05E+01;3,22E+00;1,14E+00
22,21;8,65E+00;1,05E+01;3,22E+00;1,19E+00
22,25;8,68E+00;1,05E+01;3,22E+00;1,23E+00
22,29;8,72E+00;1,05E+01;3,21E+00;1,27E+00
22,33;8,78E+00;1,05E+01;3,21E+00;1,30E+00
22,37;8,82E+00;1,05E+01;3,21E+00;1,34E+00
22,41;8,86E+00;1,05E+01;3,21E+00;1,37E+00
22,45;8,90E+00;1,05E+01;3,21E+00;1,41E+00
22,49;8,94E+00;1,05E+01;3,20E+00;1,44E+00
22,53;8,99E+00;1,06E+01;3,21E+00;1,47E+00
22,56;9,04E+00;1,06E+01;3,21E+00;1,51E+00
22,60;9,06E+00;1,06E+01;3,20E+00;1,54E+00
22,64;9,11E+00;1,06E+01;3,20E+00;1,57E+00
22,68;9,15E+00;1,06E+01;3,20E+00;1,60E+00
22,72;9,19E+00;1,06E+01;3,21E+00;1,63E+00
22,76;9,22E+00;1,06E+01;3,21E+00;1,65E+00
22,80;9,27E+00;1,06E+01;3,21E+00;1,69E+00
22,84;9,31E+00;1,06E+01;3,21E+00;1,72E+00
22,88;9,36E+00;1,06E+01;3,21E+00;1,77E+00
22,91;9,41E+00;1,06E+01;3,22E+00;1,79E+00
22,95;9,45E+00;1,06E+01;3,21E+00;1,81E+00
22,99;9,48E+00;1,06E+01;3,21E+00;1,83E+00
23,03;9,52E+00;1,07E+01;3,21E+00;1,84E+00
23,07;9,56E+00;1,07E+01;3,21E+00;1,85E+00
23,11;9,60E+00;1,07E+01;3,28E+00;1,87E+00
23,15;9,63E+00;1,07E+01;3,25E+00;1,88E+00
23,19;9,67E+00;1,07E+01;3,25E+00;1,90E+00
23,23;9,70E+00;1,07E+01;3,25E+00;1,91E+00
23,26;9,73E+00;1,07E+01;3,26E+00;1,93E+00
23,30;9,75E+00;1,07E+01;3,27E+00;1,94E+00
23,34;9,76E+00;1,07E+01;3,27E+00;1,96E+00
23,38;9,77E+00;1,07E+01;3,29E+00;1,97E+00
23,42;9,78E+00;1,07E+01;3,29E+00;1,99E+00
23,46;9,78E+00;1,07E+01;3,29E+00;2,01E+00
23,50;9,79E+00;1,07E+01;3,30E+00;2,02E+00
23,54;9,79E+00;1,07E+01;3,31E+00;2,03E+00
23,58;9,80E+00;1,07E+01;3,31E+00;2,05E+00
23,61;9,80E+00;1,07E+01;3,32E+00;2,07E+00
23,65;9,81E+00;1,07E+01;3,33E+00;2,08E+00
23,69;9,81E+00;1,07E+01;3,34E+00;2,09E+00
23,73;9,83E+00;1,08E+01;3,35E+00;2,11E+00
23,77;9,83E+00;1,08E+01;3,36E+00;2,12E+00
23,81;9,83E+00;1,08E+01;3,37E+00;2,14E+00
23,85;9,83E+00;1,08E+01;3,37E+00;2,15E+00
23,89;9,85E+00;1,08E+01;3,38E+00;2,17E+00
23,93;9,85E+00;1,08E+01;3,39E+00;2,18E+00
23,96;9,86E+00;1,08E+01;3,40E+00;2,20E+00
24,00;9,86E+00;1,08E+01;3,41E+00;2,21E+00
24,04;9,86E+00;1,08E+01;3,41E+00;2,23E+00
24,08;9,87E+00;1,08E+01;3,42E+00;2,24E+00
24,12;9,87E+00;1,08E+01;3,43E+00;2,26E+00
24,16;9,88E+00;1,08E+01;3,43E+00;2,27E+00
24,20;9,89E+00;1,08E+01;3,46E+00;2,29E+00
24,24;9,89E+00;1,08E+01;3,46E+00;2,30E+00
24,28;9,90E+00;1,08E+01;3,47E+00;2,32E+00
24,31;9,90E+00;1,08E+01;3,48E+00;2,33E+00
24,35;9,91E+00;1,08E+01;3,49E+00;2,34E+00
24,39;9,91E+00;1,08E+01;3,50E+00;2,36E+00
24,43;9,92E+00;1,08E+01;3,51E+00;2,38E+00
24,47;9,93E+00;1,08E+01;3,51E+00;2,39E+00
24,51;9,94E+00;1,08E+01;3,52E+00;2,41E+00
24,55;9,95E+00;1,08E+01;3,52E+00;2,42E+00
24,59;9,96E+00;1,08E+01;3,53E+00;2,43E+00
24,63;9,96E+00;1,08E+01;3,54E+00;2,45E+00
24,66;9,97E+00;1,08E+01;3,55E+00;2,46E+00
24,70;9,98E+00;1,08E+01;3,55E+00;2,48E+00
24,74;9,99E+00;1,08E+01;3,55E+00;2,49E+00
24,78;1,00E+01;1,09E+01;3,56E+00;2,50E+00
24,82;1,00E+01;1,09E+01;3,56E+00;2,52E+00
24,86;1,00E+01;1,09E+01;3,57E+00;2,53E+00
24,90;1,00E+01;1,09E+01;3,58E+00;2,55E+00
24,94;1,00E+01;1,09E+01;3,59E+00;2,56E+00
24,98;1,01E+01;1,09E+01;3,59E+00;2,57E+00
25,01;1,01E+01;1,09E+01;3,60E+00;2,59E+00
25,05;1,01E+01;1,09E+01;3,60E+00;2,60E+00
25,09;1,01E+01;1,09E+01;3,61E+00;2,62E+00
25,13;1,01E+01;1,09E+01;3,61E+00;2,64E+00
25,17;1,01E+01;1,09E+01;3,61E+00;2,65E+00
25,21;1,01E+01;1,09E+01;3,62E+00;2,67E+00
25,25;1,01E+01;1,09E+01;3,62E+00;2,68E+00
25,29;1,01E+01;1,09E+01;3,62E+00;2,71E+00
25,33;1,01E+01;1,09E+01;3,63E+00;2,72E+00
25,36;1,02E+01;1,09E+01;3,63E+00;2,75E+00
25,40;1,02E+01;1,09E+01;3,63E+00;2,77E+00
25,44;1,02E+01;1,09E+01;3,64E+00;2,78E+00
25,48;1,02E+01;1,09E+01;3,64E+00;2,80E+00
25,52;1,02E+01;1,09E+01;3,65E+00;2,82E+00
25,56;1,02E+01;1,09E+01;3,65E+00;2,83E+00
25,60;1,02E+01;1,09E+01;3,65E+00;2,85E+00
25,64;1,02E+01;1,09E+01;3,66E+00;2,87E+00
25,68;1,03E+01;1,09E+01;3,66E+00;2,88E+00
25,71;1,03E+01;1,09E+01;3,66E+00;2,90E+00
25,75;1,03E+01;1,09E+01;3,67E+00;2,92E+00
25,79;1,03E+01;1,09E+01;3,67E+00;2,94E+00
25,83;1,03E+01;1,09E+01;3,67E+00;2,96E+00
25,87;1,03E+01;1,09E+01;3,68E+00;2,97E+00
25,91;1,03E+01;1,09E+01;3,68E+00;2,99E+00
25,95;1,04E+01;1,09E+01;3,68E+00;3,00E+00
25,99;1,04E+01;1,09E+01;3,69E+00;3,02E+00
26,03;1,04E+01;1,09E+01;3,69E+00;3,04E+00
26,06;1,04E+01;1,09E+01;3,69E+00;3,06E+00
26,10;1,04E+01;1,09E+01;3,70E+00;3,07E+00
26,14;1,04E+01;1,09E+01;3,70E+00;3,09E+00
26,18;1,04E+01;1,09E+01;3,71E+00;3,09E+00
26,22;1,04E+01;1,09E+01;3,71E+00;3,12E+00
26,26;1,05E+01;1,09E+01;3,71E+00;3,13E+00
26,30;1,05E+01;1,09E+01;3,71E+00;3,15E+00
26,34;1,05E+01;1,09E+01;3,72E+00;3,17E+00
26,38;1,05E+01;1,09E+01;3,72E+00;3,19E+00
26,41;1,05E+01;1,09E+01;3,72E+00;3,21E+00
26,45;1,05E+01;1,09E+01;3,72E+00;3,22E+00
26,49;1,05E+01;1,09E+01;3,73E+00;3,23E+00
26,53;1,05E+01;1,09E+01;3,73E+00;3,26E+00
26,57;1,06E+01;1,09E+01;3,73E+00;3,27E+00
26,61;1,06E+01;1,09E+01;3,74E+00;3,29E+00
26,65;1,06E+01;1,09E+01;3,74E+00;3,31E+00
26,69;1,06E+01;1,09E+01;3,74E+00;3,33E+00
26,73;1,06E+01;1,09E+01;3,74E+00;3,34E+00
26,76;1,06E+01;1,09E+01;3,75E+00;3,35E+00
26,80;1,06E+01;1,09E+01;3,75E+00;3,38E+00
26,84;1,06E+01;1,09E+01;3,75E+00;3,39E+00
26,88;1,06E+01;1,09E+01;3,76E+00;3,41E+00
26,92;1,06E+01;1,09E+01;3,76E+00;3,43E+00
27,04;1,07E+01;1,09E+01;3,76E+00;3,48E+00
27,08;1,07E+01;1,09E+01;3,74E+00;3,49E+00
27,12;1,07E+01;1,09E+01;3,74E+00;3,49E+00
27,16;1,07E+01;1,09E+01;3,74E+00;3,50E+00
27,20;1,07E+01;1,09E+01;3,76E+00;3,51E+00
27,24;1,07E+01;1,09E+01;3,76E+00;3,52E+00
27,27;1,07E+01;1,09E+01;3,76E+00;3,53E+00
27,31;1,08E+01;1,09E+01;3,76E+00;3,55E+00
27,35;1,08E+01;1,09E+01;3,77E+00;3,55E+00
27,39;1,08E+01;1,09E+01;3,77E+00;3,57E+00
27,43;1,08E+01;1,09E+01;3,77E+00;3,59E+00
27,47;1,08E+01;1,09E+01;3,77E+00;3,59E+00
27,51;1,08E+01;1,09E+01;3,78E+00;3,60E+00
27,55;1,08E+01;1,09E+01;3,79E+00;3,62E+00
27,59;1,08E+01;1,09E+01;3,79E+00;3,63E+00
27,62;1,08E+01;1,09E+01;3,79E+00;3,64E+00
27,66;1,08E+01;1,09E+01;3,79E+00;3,65E+00
27,70;1,08E+01;1,09E+01;3,79E+00;3,66E+00
27,74;1,09E+01;1,09E+01;3,80E+00;3,68E+00
27,78;1,09E+01;1,09E+01;3,80E+00;3,69E+00
27,82;1,09E+01;1,09E+01;3,81E+00;3,70E+00
27,86;1,09E+01;1,09E+01;3,81E+00;3,71E+00
27,90;1,09E+01;1,09E+01;3,81E+00;3,72E+00
27,94;1,09E+01;1,09E+01;3,82E+00;3,73E+00
27,97;1,09E+01;1,09E+01;3,82E+00;3,75E+00
28,01;1,09E+01;1,09E+01;3,82E+00;3,75E+00
28,05;1,09E+01;1,09E+01;3,82E+00;3,77E+00
28,09;1,09E+01;1,09E+01;3,83E+00;3,78E+00
28,13;1,09E+01;1,09E+01;3,83E+00;3,80E+00
28,17;1,10E+01;1,09E+01;3,84E+00;3,81E+00
28,21;1,10E+01;1,09E+01;3,84E+00;3,82E+00
28,25;1,10E+01;1,09E+01;3,85E+00;3,84E+00
28,29;1,10E+01;1,09E+01;3,85E+00;3,85E+00
28,32;1,10E+01;1,09E+01;3,85E+00;3,86E+00
28,36;1,10E+01;1,09E+01;3,86E+00;3,87E+00
28,40;1,10E+01;1,09E+01;3,86E+00;3,88E+00
28,44;1,10E+01;1,09E+01;3,86E+00;3,90E+00
28,48;1,10E+01;1,09E+01;3,86E+00;3,91E+00
28,52;1,10E+01;1,09E+01;3,87E+00;3,92E+00
28,56;1,10E+01;1,09E+01;3,87E+00;3,94E+00
28,60;1,10E+01;1,09E+01;3,87E+00;3,94E+00
28,64;1,10E+01;1,09E+01;3,88E+00;3,96E+00
28,67;1,11E+01;1,09E+01;3,88E+00;3,98E+00
28,71;1,11E+01;1,09E+01;3,88E+00;3,99E+00
28,75;1,11E+01;1,09E+01;3,89E+00;4,00E+00
28,79;1,11E+01;1,09E+01;3,89E+00;4,01E+00
28,83;1,11E+01;1,09E+01;3,89E+00;4,03E+00
28,87;1,11E+01;1,09E+01;3,90E+00;4,04E+00
28,91;1,11E+01;1,09E+01;3,90E+00;4,05E+00
28,95;1,11E+01;1,09E+01;3,90E+00;4,07E+00
28,99;1,11E+01;1,09E+01;3,91E+00;4,08E+00
29,02;1,11E+01;1,09E+01;3,91E+00;4,10E+00
29,06;1,11E+01;1,09E+01;3,92E+00;4,11E+00
29,10;1,11E+01;1,09E+01;3,92E+00;4,12E+00
29,14;1,11E+01;1,09E+01;3,92E+00;4,14E+00
29,18;1,11E+01;1,09E+01;3,93E+00;4,15E+00
29,22;1,11E+01;1,09E+01;3,93E+00;4,16E+00
29,26;1,11E+01;1,09E+01;3,93E+00;4,17E+00
29,30;1,12E+01;1,09E+01;3,94E+00;4,19E+00
29,34;1,12E+01;1,09E+01;3,94E+00;4,20E+00
29,37;1,12E+01;1,09E+01;3,94E+00;4,21E+00
29,41;1,12E+01;1,09E+01;3,95E+00;4,23E+00
29,45;1,12E+01;1,09E+01;3,95E+00;4,25E+00
29,49;1,12E+01;1,09E+01;3,95E+00;4,27E+00
29,53;1,12E+01;1,09E+01;3,96E+00;4,27E+00
29,57;1,12E+01;1,09E+01;3,96E+00;4,29E+00
29,61;1,12E+01;1,09E+01;3,96E+00;4,30E+00
29,65;1,12E+01;1,09E+01;3,97E+00;4,31E+00
29,69;1,12E+01;1,09E+01;3,96E+00;4,33E+00
29,72;1,12E+01;1,09E+01;3,97E+00;4,34E+00
29,76;1,12E+01;1,09E+01;3,97E+00;4,36E+00
29,80;1,12E+01;1,09E+01;3,97E+00;4,37E+00
29,84;1,12E+01;1,09E+01;3,98E+00;4,40E+00
29,88;1,12E+01;1,09E+01;3,98E+00;4,45E+00
29,92;1,13E+01;1,09E+01;3,98E+00;4,44E+00
29,96;1,13E+01;1,09E+01;3,99E+00;4,44E+00
30,00;1,13E+01;1,09E+01;3,98E+00;4,46E+00
30,04;1,13E+01;1,09E+01;3,98E+00;4,46E+00
30,07;1,13E+01;1,09E+01;3,98E+00;4,46E+00
30,11;1,13E+01;1,09E+01;3,98E+00;4,48E+00
30,15;1,13E+01;1,09E+01;3,98E+00;4,49E+00
30,19;1,13E+01;1,09E+01;3,99E+00;4,50E+00
30,23;1,13E+01;1,09E+01;3,99E+00;4,51E+00
30,27;1,13E+01;1,09E+01;3,99E+00;4,52E+00
30,31;1,13E+01;1,09E+01;4,00E+00;4,54E+00
30,35;1,13E+01;1,09E+01;4,00E+00;4,55E+00
30,39;1,14E+01;1,09E+01;4,00E+00;4,57E+00
30,42;1,14E+01;1,09E+01;4,00E+00;4,59E+00
30,46;1,14E+01;1,09E+01;4,01E+00;4,60E+00
30,50;1,14E+01;1,09E+01;4,01E+00;4,62E+00
30,54;1,14E+01;1,09E+01;4,02E+00;4,63E+00
30,58;1,14E+01;1,09E+01;4,02E+00;4,65E+00
30,62;1,14E+01;1,09E+01;4,02E+00;4,67E+00
30,66;1,14E+01;1,09E+01;4,03E+00;4,68E+00
30,70;1,14E+01;1,09E+01;4,03E+00;4,70E+00
30,74;1,14E+01;1,09E+01;4,03E+00;4,71E+00
30,77;1,14E+01;1,09E+01;4,04E+00;4,73E+00
30,81;1,14E+01;1,09E+01;4,04E+00;4,74E+00
30,85;1,14E+01;1,09E+01;4,04E+00;4,76E+00
30,89;1,14E+01;1,09E+01;4,05E+00;4,77E+00
30,93;1,14E+01;1,09E+01;4,05E+00;4,78E+00
30,97;1,14E+01;1,09E+01;4,04E+00;4,80E+00
31,01;1,14E+01;1,09E+01;4,04E+00;4,80E+00
31,05;1,15E+01;1,09E+01;4,04E+00;4,82E+00
31,09;1,15E+01;1,09E+01;4,05E+00;4,83E+00
31,12;1,15E+01;1,09E+01;4,05E+00;4,84E+00
31,16;1,15E+01;1,09E+01;4,05E+00;4,86E+00
31,20;1,15E+01;1,09E+01;4,06E+00;4,87E+00
31,24;1,15E+01;1,09E+01;4,06E+00;4,89E+00
31,28;1,15E+01;1,09E+01;4,06E+00;4,90E+00
31,32;1,15E+01;1,09E+01;4,07E+00;4,91E+00
31,36;1,15E+01;1,09E+01;4,07E+00;4,93E+00
31,40;1,15E+01;1,09E+01;4,07E+00;4,95E+00
31,44;1,15E+01;1,09E+01;4,07E+00;4,96E+00
31,47;1,15E+01;1,09E+01;4,08E+00;4,98E+00
31,51;1,15E+01;1,09E+01;4,08E+00;4,99E+00
31,55;1,16E+01;1,09E+01;4,09E+00;5,01E+00
31,59;1,16E+01;1,09E+01;4,09E+00;5,02E+00
31,63;1,16E+01;1,09E+01;4,09E+00;5,04E+00
31,67;1,16E+01;1,09E+01;4,09E+00;5,06E+00
